1.112645303396137031e+01,3.103696655248924241e+00,1.291471365359019252e+01,3.587648589369390462e-01,-1.525785215346621371e+01,-2.338350086992044385e+00,-1.561687945510140008e+00,1.194896494826738298e+01,-1.235855047982968458e+01,2.438785421820073296e-01,-1.679838634567072120e+01,1.277686182433332363e+01,3.341479292175725035e+00,-1.698865977055186605e+01,2.854562368713118303e+00,-4.381774447636050951e+00
1.068962108262187627e+01,3.313039698432169278e+00,1.267624682787692514e+01,-4.755795856697543122e+00,-1.708162596406869582e+01,8.267651790500222475e+00,-2.611911051052536181e-01,1.128099245646297355e+01,3.724860935821600716e+00,-4.118331697293164950e+00,-1.876133677513453435e+01,1.236785796121610481e+01,1.816579572945141496e+00,-2.394181576866274863e+00,-1.142090089081320148e+00,-4.864795698781616551e+00
9.270108703293594488e+00,2.156538715810360607e+00,9.518065021171224771e+00,-4.584580234184433500e+00,-1.365504866920809590e+01,-2.154743311531334360e+00,-5.095749610033011717e-02,8.377101630552996170e+00,2.353882462181461133e+00,5.953509757192636975e+00,-1.424727490879935132e+01,9.711339705253713817e+00,3.421723943480158514e+00,-4.047206496091114936e+00,-2.677669108270792631e+00,1.438396025803739953e+01
9.577048978308432936e+00,1.617604932523747818e+00,1.101218190833680133e+01,-6.775770083704200530e+00,-1.895119923650331373e+01,8.204736186223902550e+00,-6.699864587626005452e+00,9.743841893300135837e+00,-3.404016875382041452e+00,-4.911747259031413293e+00,-2.139250584044323844e+01,1.123734840904703347e+01,-2.241698558648807182e+00,-1.328120599723355966e+01,1.005313121569489709e+00,1.500380944269241112e+01
9.797983661573507419e+00,1.355816176655165517e+00,1.176100550030562353e+01,-8.977399834254702782e+00,-1.756217014239339491e+01,2.556101935447335993e+00,-2.299865802582132357e+00,1.086520776979798519e+01,-2.321436002811806620e+00,-3.790844023572844002e+00,-2.034011443472631697e+01,1.143144885441441971e+01,-2.792962122759084842e+00,-1.214557569255218006e+01,-1.304166110247415489e+01,1.725100083085435188e+01
6.183642945051555984e+00,4.033064819479943441e-01,9.555247581736095341e+00,-2.677062245755864822e+00,-1.882947676589290964e+01,3.845915824416859419e+00,-6.183709985328238901e+00,8.215555275626561738e+00,-3.475828246380186837e+00,-4.856083300648630363e+00,-2.113318122994682113e+01,8.319591196770543817e+00,-1.020488490448460261e+01,-1.057394119416049882e+01,1.468075497688766218e+00,1.751804076704453594e+00
9.066620817369805962e+00,2.165534675523728136e+00,1.056182237409798219e+01,-5.804688956064913974e+00,-1.445168390511029344e+01,3.368167456032275631e+00,-2.492135768523999317e+00,9.681550728325213129e+00,6.252321663043836075e-01,1.178772792029709571e+01,-1.585664427795022213e+01,1.055768086248432702e+01,1.455651116532353351e+00,-7.707787904262738188e+00,1.619235345975558849e+00,1.462026371133017655e+01
8.611497533772412893e+00,2.089689272739687631e+00,9.720289565004140542e+00,1.650779667902492864e+00,-1.446836425199222020e+01,-3.617722826010748349e+00,7.122174134205657703e-01,8.772727294523955166e+00,-6.109288020008448727e-01,-8.775384315193583973e+00,-1.569352570067582953e+01,9.577005227704798784e+00,2.818752109907385339e+00,-1.239774333733081324e+00,-1.816050539233515337e+00,9.138349875283237722e+00
8.762225515457487290e+00,2.933293473257458928e+00,9.225403478461934981e+00,-1.567899325551076695e+00,-1.242889025446915419e+01,-1.739210950224722607e+00,9.643629008341808584e-01,8.253495335167883695e+00,1.471544961867447654e+00,4.778816195729947758e+00,-1.457357740270652080e+01,8.830126801242148105e+00,-4.874280042955987824e+00,-2.242256751260282677e+00,-7.194073534859996677e+00,4.246456151153605418e+00
6.596924044051213798e+00,6.818058924898946493e-01,7.665707825339826975e+00,-1.030515613692800159e+01,-1.415796075608075633e+01,5.538173173750450040e+00,-1.348573319813884064e+00,7.124991757206214693e+00,3.049545432210237106e+00,-3.527252358807766996e-01,-1.453330217433514093e+01,7.364513943465569312e+00,6.506831715721241416e+00,-5.461488383124006418e+00,-6.246830356507906856e+00,9.777357926645889208e+00
