-1.459507443135166005e+00,-3.117409293994845232e+00,-2.492471337267307518e+00,-7.788603089591839002e-01,-2.911887543408123946e+00,-7.308017784686027252e-01,-1.438625160081822951e+00,-3.325541979965813244e+00,-1.221163430685877849e+00,-2.495678532851174580e+00
-9.222664591491912256e-02,-8.605962563049804004e+00,2.015550632465780145e-01,-3.634433065994825185e+00,-6.070194154104197715e+00,-3.465900358931288672e-01,-6.853967433140453203e+00,5.434260361840152598e+00,-3.332144131025225470e-02,-4.998733130585361728e+00
-1.356082579089493700e+00,-4.299259592893564630e+00,-1.905301215112849889e+00,-6.907705590255582839e-01,-2.320358381732963604e+00,-7.975359079198377499e-01,-1.149115660971115505e+00,-2.984989054459852298e+00,-1.100270168379553493e+00,-2.729798671705273794e+00
-1.907483145256345880e+00,-3.570194960557731445e+00,-2.986879082448164358e+00,-1.439619583940447312e+00,-3.252890587414237533e+00,-1.312106962852800596e+00,-2.060147677110468312e+00,-3.319314347066990578e+00,-2.126735742599949575e+00,-3.037990760211108920e+00
-6.067272398303670933e+00,-9.347501612115758363e+00,-2.274818402675744533e+00,-4.486009664771368755e+00,-3.084235085202430060e+00,6.616619318542862338e-01,-7.186194291469384154e+00,2.759762309182690387e+00,-7.041675369563697551e+00,2.851199502951425213e+00
-1.283856644854911355e+00,-3.022573945875703050e+00,-2.709346987783039395e+00,-8.808863100806042512e-01,-2.690321834830953662e+00,-9.645699582193824062e-01,-2.168704536846300712e+00,-3.336284362205777843e+00,-1.326905696549700586e+00,-3.005373680406475678e+00
4.562943876195529880e-01,-6.089190166932220372e+00,9.993523887657348448e-01,-1.893323789197446372e+00,-6.205329202746857398e+00,-1.373679288255861941e+00,-5.961837286530546898e+00,7.472017987440002784e+00,-1.538389930658721483e-01,-4.657250063315334643e+00
-1.812319894413129573e+00,-3.695650022567121606e+00,-2.539535180976214335e+00,-1.467186342695369072e+00,-3.262854172675621278e+00,-1.171650902267491468e+00,-1.581875646549448566e+00,-3.582934648663912647e+00,-1.274081582743814334e+00,-3.040390673590319892e+00
-1.949055472593895111e+00,-3.840096280806726270e+00,-2.480036887838084514e+00,-1.600720854105651014e+00,-3.553915603410843005e+00,-1.238252863474710086e+00,-1.714212745734406962e+00,-3.218498113561235385e+00,-1.511800629156999198e+00,-3.124842063021644911e+00
-1.644218525604445702e+00,-3.204130928036863502e+00,-2.975432653812545958e+00,-1.768167097641669905e+00,-3.577655997834613189e+00,-1.474834251995760903e+00,-1.886918974276255545e+00,-3.431376641449019882e+00,-1.964125596024260290e+00,-3.073638764804523138e+00
-1.561199748561012957e+00,-3.386192716728610108e+00,-2.982155005783681201e+00,-1.227511918538967350e+00,-3.031966225982541285e+00,-1.187934172786409226e+00,-1.755060989575172758e+00,-3.571509362493791695e+00,-1.883428784659030741e+00,-2.917388308208551440e+00
-1.655763459783366143e+00,-3.196835905987375881e+00,-3.068222198438004256e+00,-1.826671263889682706e+00,-3.583341836037711836e+00,-1.492483657533226538e+00,-1.970077095262447342e+00,-3.365293453684642611e+00,-2.065810799887351390e+00,-3.087976994156035104e+00
-1.241041836402056786e+00,-3.761427844960608002e+00,-2.676643050100437460e+00,-1.100162038361617967e+00,-2.600422355725981571e+00,-9.298700311172463095e-01,-2.600463058418530427e+00,-2.786700264463779941e+00,-1.380332051720031705e+00,-2.320865417148516130e+00
-1.337428905732894746e+00,-2.326484004388485793e+00,-2.396835011562363338e+00,-1.341205065461810619e+00,-2.979778245742310983e+00,-1.120279756458155695e+00,-2.363297731679326663e+00,-3.523384723694272136e+00,-1.266868298040337626e+00,-2.781237710680355857e+00
-1.615770655584474635e+00,-3.266681592440128679e+00,-2.992767914768401205e+00,-1.587352539606242896e+00,-3.397686667396593752e+00,-1.422846009257326516e+00,-1.905776263101255585e+00,-3.471746465353973132e+00,-1.915560027032180868e+00,-3.196352688393973906e+00
-1.823325366500736289e+00,-3.613135558666151326e+00,-2.882075482260972432e+00,-1.443904291765159442e+00,-3.290274404223795468e+00,-1.287278884649765809e+00,-1.922658133682177084e+00,-3.455186707163230508e+00,-1.842369104077079545e+00,-3.104027326448318913e+00
-9.918811943479555193e-01,-2.242517381597530335e+00,-2.774607576773875373e+00,-5.826308377432202201e-01,-2.253910875368339006e+00,-9.325479486311752941e-01,-1.523896154488572519e+00,-3.591975334766699834e+00,-1.491367987865724665e+00,-2.788095480592994502e+00
-7.118531161099559412e-01,-2.652519069055465195e+00,-1.174554455248976614e+00,-5.822534610509548791e-01,-1.690122610879723819e+00,-4.913238100491566507e-01,-2.318337200636394757e-01,-4.024397840773902502e+00,-1.613151553057153575e-01,-2.260784971957972012e+00
1.557030326904421391e-01,-9.073697377139680498e+00,-3.733511155259866765e+00,-5.958016475877471407e+00,6.027226939780844894e+00,-4.660552022171219555e+00,-2.799248893143081673e+00,2.045713883059115279e+00,-4.170103996184586492e+00,-3.784242621255817784e+00
-5.138457891037222502e-01,-2.627399724411760396e+00,-2.425436444316610096e+00,-3.573175303615904186e-01,-2.394665090816430197e+00,-5.045300898016552571e-01,-1.158745889072561042e+00,-3.160905675902429213e+00,-9.724689720776971136e-01,-2.383510116883608365e+00
